,Nombre,Direccion,Coordenadas,latitud,longitud
943,Restaurante Candeli,"Calle de Ponzano, 47 Madrid","{'type': 'Point', 'coordinates': [-3.699407, 40.4376642]}",40.4376642,-3.699407
944,Restaurante Casa Mortero,Calle Zorrilla 9,"{'type': 'Point', 'coordinates': [-4.1006926, 38.6824206]}",38.6824206,-4.1006926
945,Restaurante Botín,"Calle Cuchilleros, 17. 28005 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.707981, 40.4141745]}",40.4141745,-3.707981
946,Restaurante Casa Pablo,"Calle del Almíbar, 42, 28300 Aranjuez, Madrid, España","{'type': 'Point', 'coordinates': [-3.6028957, 40.033284]}",40.033284,-3.6028957
947,Restaurante Casa Salvador,"Calle Barbieri, 12. 28004 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6980434, 40.4212517]}",40.4212517,-3.6980434
948,Restaurante Charolés,"Calle Floridablanca, 24. 28200 San Lorenzo de El Escorial (Madrid)","{'type': 'Point', 'coordinates': [-4.1480665, 40.5910529]}",40.5910529,-4.1480665
949,Restaurante Chuka Ramen,"Calle Echegaray, 9. 28014 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6995717, 40.4157547]}",40.4157547,-3.6995717
950,Restaurante Café de Oriente,"Plaza de Oriente, 2. 28013 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.711468, 40.4177107]}",40.4177107,-3.711468
951,Restaurante Café de la Iberia,"Plaza Mayor, 17 28370 Chinchón (Madrid","{'type': 'Point', 'coordinates': [-3.4224958, 40.1404509]}",40.1404509,-3.4224958
952,Restaurante Cruz Blanca Vallecas,"Calle Carlos Martín Álvarez, 58. 28018 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.4722509, 40.6303364]}",40.6303364,-3.4722509
953,Restaurante Cuenllas,"Calle de Ferraz, 5, 28008 Madrid, España","{'type': 'Point', 'coordinates': [-3.7171196, 40.4258134]}",40.4258134,-3.7171196
954,Restaurante Dantxari,"Calle Ventura Rodríguez, 8. 28008 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.8903617, 40.3985236]}",40.3985236,-3.8903617
955,Restaurante El Bistró de Sandoval,"Avenida Humanes, 52 28971 Griñón","{'type': 'Point', 'coordinates': [-3.8491046, 40.2176662]}",40.2176662,-3.8491046
956,Restaurante El Bund,"Calle de Arturo Baldasano, 22, 28043 Madrid, España","{'type': 'Point', 'coordinates': [-3.658302, 40.4568247]}",40.4568247,-3.658302
957,Restaurante El Cielo de Urrechu,"Avenida de Europa, 26. 28223 Pozuelo de Alarcón (Madrid)","{'type': 'Point', 'coordinates': [-3.7840783817, 40.441325]}",40.441325,-3.7840783817
958,Restaurante Carús,"Avenida de la Victoria, 29 28023 Madrid","{'type': 'Point', 'coordinates': [-3.8102506, 40.4664376]}",40.4664376,-3.8102506
959,Restaurante El Ingrediente,"Calle de Alenza, 5, 28003 Madrid, España","{'type': 'Point', 'coordinates': [-3.700734, 40.4434019]}",40.4434019,-3.700734
960,Restaurante El Jardín de Arzábal,"Calle Santa Isabel, 52. 28012 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.5908706, 40.0316837]}",40.0316837,-3.5908706
961,Restaurante Don Lay,"Calle de Castelló, 117, Madrid","{'type': 'Point', 'coordinates': [-3.6807213, 40.4371383]}",40.4371383,-3.6807213
962,Restaurante De la Riva,"Calle Cochabamba, 13 28016 Madrid","{'type': 'Point', 'coordinates': [-3.6797694, 40.4559164]}",40.4559164,-3.6797694
963,Restaurante El Landó,"Plaza de Gabriel Miró, 8. 28005 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.3655271067, 40.43539875]}",40.43539875,-3.3655271067
964,Restaurante El Pescador,"Calle José Ortega y Gasset, 75 28006 Madrid","{'type': 'Point', 'coordinates': [-3.6100413, 40.8672395]}",40.8672395,-3.6100413
965,Restaurante El Oso,"Av. de Burgos, 214, 28050 Madrid, España","{'type': 'Point', 'coordinates': [-3.6571870411, 40.5060143]}",40.5060143,-3.6571870411
966,Restaurante El Toque,"Carretera del Plantío, 76. 28220 Majadahonda (Madrid)","{'type': 'Point', 'coordinates': [-3.841706, 40.4745379]}",40.4745379,-3.841706
967,Restaurante Esbardos,"Calle Maldonado, 4. 28006 Madrid","{'type': 'Point', 'coordinates': [-3.6858077, 40.4339422]}",40.4339422,-3.6858077
968,Restaurante Green House,"Calle Marqués de la Ensenada, 16. 28004 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.9230612, 40.4248819]}",40.4248819,-3.9230612
969,Restaurante Florida Retiro - El Pabellón,"Paseo de la República de Panamá, s/n. 28009 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6796268, 40.4181036]}",40.4181036,-3.6796268
970,Restaurante Gran Clavel (Casa de Comidas),"Calle Caballero de Gracia, 11. 2803 Madrid","{'type': 'Point', 'coordinates': [-3.411003, 40.3808928]}",40.3808928,-3.411003
971,Restaurante Haroma,"Calle de Diego de León, 43. 28006 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6790648, 40.4348678]}",40.4348678,-3.6790648
972,Restaurante Horno de Asar Paco,"Calle Pradillos, 11. 28460 Los Molinos (Madrid)","{'type': 'Point', 'coordinates': [-4.0718994, 40.7145436]}",40.7145436,-4.0718994
973,Restaurante Glass Mar,"Carrera de San Jeronimo, 34. 28014 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6985954, 40.4164051]}",40.4164051,-3.6985954
974,Restaurante Hostería del Estudiante - Especia,"Calle Colegios, 3 28801 Alcalá de Henares (Madrid)","{'type': 'Point', 'coordinates': [-3.3629639, 40.4813954]}",40.4813954,-3.3629639
975,Restaurante Ikigai,"Calle Flor Baja, 5. 28013 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.7097663, 40.4221735]}",40.4221735,-3.7097663
976,Restaurante Kabutokaji,"Avenida Navacerrada, 1. 28224 Pozuelo de Alarcón (Madrid)","{'type': 'Point', 'coordinates': [-3.8022871, 40.4598732]}",40.4598732,-3.8022871
977,Restaurante Kuc Place To Be,"Calle Santo Tomé, 6. 28004 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.7696742, 40.8056408]}",40.8056408,-3.7696742
978,Restaurante Illunbe,"Paseo de  la Castellana, 172. 28046 Madrid","{'type': 'Point', 'coordinates': [-3.6869026, 40.4753554]}",40.4753554,-3.6869026
979,Restaurante Kulto,"Calle Ibiza, 4 28009","{'type': 'Point', 'coordinates': [-3.6780947, 40.4181973]}",40.4181973,-3.6780947
980,Restaurante La Barraca,"Calle Reina, 29 28004 Madrid","{'type': 'Point', 'coordinates': [-3.6604328, 40.945045]}",40.945045,-3.6604328
981,Restaurante La Berenjena,"Marqués de Toca, 7. Madrid","{'type': 'Point', 'coordinates': [-3.6961188, 40.4100487]}",40.4100487,-3.6961188
982,Restaurante Gala,Espronceda 14,"{'type': 'Point', 'coordinates': [-56.121418, -34.8801618]}",-34.8801618,-56.121418
983,Restaurante Gaztelubide,"Calle Sopelana, 13. 28023 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.8104392, 40.4676819]}",40.4676819,-3.8104392
984,Restaurante Fismuler,"Calle Sagasta, 29. 28010  (Madrid)","{'type': 'Point', 'coordinates': [-4.2394952, 40.5008193]}",40.5008193,-4.2394952
985,Restaurante Fokacha,"Plaza del descubridor Diego de Ordás, 3, 28003, Madrid","{'type': 'Point', 'coordinates': [-3.699999284, 40.44089965]}",40.44089965,-3.699999284
986,Restaurante La Casa de Manolo Franco,"calle La Fuente, 6, 28210, Valdemorillo","{'type': 'Point', 'coordinates': [-4.0645616, 40.4973406]}",40.4973406,-4.0645616
987,Restaurante La Cocina de Maria Luisa,"Calle de Jorge Juan, 42. 28001 Madrid","{'type': 'Point', 'coordinates': [-3.6818565, 40.4235539]}",40.4235539,-3.6818565
988,Restaurante La Casa del Pregonero,"Plaza Mayor, 4 28370 Chinchón (Madrid)","{'type': 'Point', 'coordinates': [-3.4228518, 40.1397685]}",40.1397685,-3.4228518
989,Restaurante La Huerta de Tudela,"Calle del Prado, 15. 28014 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6984798, 40.4149977]}",40.4149977,-3.6984798
990,Restaurante La Penela,"Calle Velázquez, 96. 28006 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-4.0621522, 40.5010599]}",40.5010599,-4.0621522
991,Restaurante La Maruca,"Calle Velázquez, 54. 28001 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-4.0621522, 40.5010599]}",40.5010599,-4.0621522
992,Restaurante La Raquetista,"Calle Doctor Castelo, 19. 28009 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6777154, 40.1952657]}",40.1952657,-3.6777154
993,Restaurante La Sopa Boba,Plaza de Guadarrama 9. 28430 Alpedrete (Madrid),"{'type': 'Point', 'coordinates': [-4.039992987, 40.6590714]}",40.6590714,-4.039992987
994,Restaurante La Partida,"Calle Velázquez, 2 28691","{'type': 'Point', 'coordinates': [-4.0054273, 40.4454716]}",40.4454716,-4.0054273
995,Restaurante Latasia - Casa de Comidas,"Paseo de la Castellana, 115 28046 Madrid","{'type': 'Point', 'coordinates': [-3.6907533, 40.4568559]}",40.4568559,-3.6907533
996,Restaurante Taberna Laredo,"Calle Doctor Castelo, 30. 28009 Madrid","{'type': 'Point', 'coordinates': [-3.6777154, 40.1952657]}",40.1952657,-3.6777154
997,Restaurante Lavinia,"Calle de José Ortega y Gasset, 16, 28006 Madrid, España","{'type': 'Point', 'coordinates': [-3.6846532, 40.4301667]}",40.4301667,-3.6846532
998,Restaurante Lhardy,"Carrera de San Jerónimo, 8 28014 Madrid","{'type': 'Point', 'coordinates': [-3.7013768, 40.4166247]}",40.4166247,-3.7013768
999,Restaurante Los Galayos,"Calle de Botoneras, 5, 28012 Madrid, España","{'type': 'Point', 'coordinates': [-3.7066972, 40.4148825]}",40.4148825,-3.7066972
1000,Restaurante Los Remos,"Calle Sopelana, 13, 28023 Madrid, España","{'type': 'Point', 'coordinates': [-3.8104392, 40.4676819]}",40.4676819,-3.8104392
1001,Restaurante Lux,"Calle Jorge Juan, 22. 280001 Madrid","{'type': 'Point', 'coordinates': [-4.0249382, 40.4897942]}",40.4897942,-4.0249382
1002,Restaurante Madame Sushita,"Paseo de la Habana, 15 28036 Madrid","{'type': 'Point', 'coordinates': [-3.6881392, 40.4499906]}",40.4499906,-3.6881392
1003,Restaurante Luzi Bombón,"Paseo de La Castellana, 35. 28046 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6893086757, 40.43367035]}",40.43367035,-3.6893086757
1004,Restaurante La Española,"Avenida Juan XXIII, 5. 28224 Pozuelo de Alarcón (Madrid)","{'type': 'Point', 'coordinates': [-3.8081023, 40.4445529]}",40.4445529,-3.8081023
1005,Restaurante NaDo Madrid,"Calle de Prim, 5, 28004 Madrid","{'type': 'Point', 'coordinates': [-3.6943662, 40.4219609]}",40.4219609,-3.6943662
1006,Restaurante Narciso Brasserie,"Calle Almagro, 32. 28010 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-4.2653759, 40.5700855]}",40.5700855,-4.2653759
1007,Restaurante Naveira do Mar,"Calle de Sta Juliana, 57, 28039 Madrid, España","{'type': 'Point', 'coordinates': [-3.7076046498, 40.45229615]}",40.45229615,-3.7076046498
1008,Restaurante Mentidero de la Villa,"Calle Almagro, 20 28010 Madrid","{'type': 'Point', 'coordinates': [-3.6938954, 40.4291329]}",40.4291329,-3.6938954
1009,Restaurante La Dorada - Aurada,"Avenida Juan Antonio Samaranch Torelló, 1 28223 Pozuelo de Alarcón (Madrid)","{'type': 'Point', 'coordinates': [-3.8123563, 40.4255504]}",40.4255504,-3.8123563
1010,Restaurante Numa Pompilio,"Calle Velázquez, 18. 28001 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-4.0621522, 40.5010599]}",40.5010599,-4.0621522
1011,Restaurante Maldonado 14,"Calle Maldonado, 14. 28006 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6840878, 40.4338332]}",40.4338332,-3.6840878
1012,Restaurante La Malaje,"Plaza de la Paja, 10","{'type': 'Point', 'coordinates': [-3.711592464, 40.4129726]}",40.4129726,-3.711592464
1013,Restaurante Ox's,"Calle Juan Ramón Jiménez, 11 28036 Madrid","{'type': 'Point', 'coordinates': [-3.3534448827, 40.5110999]}",40.5110999,-3.3534448827
1014,Restaurante Palacio de Cibeles,"Plaza de Cibeles, 1. 28014 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6921856, 40.418899]}",40.418899,-3.6921856
1015,Restaurante La Máquina de Jorge Juan,"Calle Jorge Juan, 12. 28001 Madrid","{'type': 'Point', 'coordinates': [-4.0249382, 40.4897942]}",40.4897942,-4.0249382
1016,Restaurante Parador de Chinchón - Especia,"Calle de los Huertos, 1 28370 Chinchón","{'type': 'Point', 'coordinates': [-3.4243931, 40.1394137]}",40.1394137,-3.4243931
1017,Restaurante Quinqué,"Calle de Apolonio Morales, 3, 28036 Madrid","{'type': 'Point', 'coordinates': [-3.6843772, 40.4635269]}",40.4635269,-3.6843772
1018,Restaurante Puertalsol,"Plaza de la puerta del sol, 10, 28013 madrid, españa","{'type': 'Point', 'coordinates': [-3.7042768, 40.4170233]}",40.4170233,-3.7042768
1019,Restaurante Plató,"Plaza de la Lealtad, 3, 28014 Madrid, España","{'type': 'Point', 'coordinates': [-3.6921472, 40.4159054]}",40.4159054,-3.6921472
1020,Restaurante Quintín - Ultramarinos,"Calle Jorge Juan, 17. 28001 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-4.0249382, 40.4897942]}",40.4897942,-4.0249382
1021,Restaurante Parador de Alcalá de Henares - Especia,"Calle Colegios, 8. 28801 Alcalá de Henares (Madrid)","{'type': 'Point', 'coordinates': [-3.362004, 40.481377]}",40.481377,-3.362004
1022,Restaurante Pasta Mito,"Calle Bolivia, 9. 28016 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.553906, 40.425141]}",40.425141,-3.553906
1023,Restaurante Media Ración,"Calle Beneficiencia, 15.","{'type': 'Point', 'coordinates': [-2.0272867, 42.5950925]}",42.5950925,-2.0272867
1024,Restaurante Ronda 14,"Calle General Oraá, 25 28006 Madrid","{'type': 'Point', 'coordinates': [-3.6878781, 40.4357956]}",40.4357956,-3.6878781
1025,Restaurante Ramses,"Plaza de la Independencia, 4, 28001 Madrid, España","{'type': 'Point', 'coordinates': [-3.6889616, 40.4206959]}",40.4206959,-3.6889616
1026,Restaurante Roostiq,"Calle de Augusto Figueroa, 47, 28004 Madrid, España","{'type': 'Point', 'coordinates': [-3.6962352, 40.4219931]}",40.4219931,-3.6962352
1027,Restaurante Taberna Recreo,"Calle Espartinas, 5, 28001, Madrid","{'type': 'Point', 'coordinates': [-3.6792742, 40.4244506]}",40.4244506,-3.6792742
1028,Restaurante Taberna San Mamés,"Calle Maudes, 1. 28003 Madrid","{'type': 'Point', 'coordinates': [-3.700357, 40.4452637]}",40.4452637,-3.700357
1029,Restaurante Taberna del Alabardero,"Calle Felipe V, 6. 28013 Madrid","{'type': 'Point', 'coordinates': [-4.1250907, 40.5827563]}",40.5827563,-4.1250907
1030,Restaurante Taberneros,"Calle de Santiago, 9, 28013 Madrid","{'type': 'Point', 'coordinates': [-3.7104348, 40.4163669]}",40.4163669,-3.7104348
1031,Restaurante Salterius,"Calle Goya, 1 28222","{'type': 'Point', 'coordinates': [-3.8910061, 40.5477821]}",40.5477821,-3.8910061
1032,Restaurante Taberna La Carmencita,"Calle de la Libertad, 16, 28004 Madrid, España","{'type': 'Point', 'coordinates': [-3.6973287, 40.4211749]}",40.4211749,-3.6973287
1033,Restaurante Sala de Despiece,Calle Ponzano 11,"{'type': 'Point', 'coordinates': [-3.6994954, 40.4379178]}",40.4379178,-3.6994954
1034,Restaurante Samm,"Calle Carlos Caamaño, 3. 28016 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6697805, 40.4643625]}",40.4643625,-3.6697805
1035,Restaurante Tampu,"Calle de Prim, 13 28004 Madrid","{'type': 'Point', 'coordinates': [-3.6935347, 40.4219515]}",40.4219515,-3.6935347
1036,Restaurante Taramara,"Avenida de los Arces, 11. 28042 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6212765, 40.4539879]}",40.4539879,-3.6212765
1037,Restaurante Ten con Ten,"Calle Ayala, 6. 28001 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6884987, 40.4278553]}",40.4278553,-3.6884987
1038,Restaurante Tras-Os-Montes,"Calle Senda del Infante, 28. 28035 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.7226277, 40.491081]}",40.491081,-3.7226277
1039,Restaurante Vinoteca García de la Navarra,"Calle Montalbán, 3 28014 Madrid","{'type': 'Point', 'coordinates': [-4.0494974, 40.7419746]}",40.7419746,-4.0494974
1040,Restaurante Vinoteca Moratín,"C. de Moratín, 36, 28014 Madrid","{'type': 'Point', 'coordinates': [-3.6954315, 40.4125279]}",40.4125279,-3.6954315
1041,Restaurante Manzoni Trattoria,"Rosario Pino 6 , Madrid","{'type': 'Point', 'coordinates': [-3.6911775, 40.4622054]}",40.4622054,-3.6911775
1042,Restaurante Tori Key,"Plaza del Descubridor Diego de Ordás, 2, 28003","{'type': 'Point', 'coordinates': [-3.7004196, 40.4409682]}",40.4409682,-3.7004196
1043,Restaurante Yokaloka,"Calle de Santa Isabel, 5. Bajo 23.","{'type': 'Point', 'coordinates': [-0.5563105, 38.1925636]}",38.1925636,-0.5563105
1044,Restaurante Yugo,"Calle de San Blas, 4, 28014 Madrid, España","{'type': 'Point', 'coordinates': [-3.6938335, 40.410375]}",40.410375,-3.6938335
1045,Restaurante Alejandro del Toro,"Calle Amadeo de Saboya, 15. 46010 Valencia","{'type': 'Point', 'coordinates': [-0.7393644, 39.1186663]}",39.1186663,-0.7393644
1046,Restaurante Arrocería Maribel,"C/ Francisco Monleón, 5","{'type': 'Point', 'coordinates': [-0.3181623, 39.3106392]}",39.3106392,-0.3181623
1047,Restaurante ABISS GastroBarra,"Calle Benidorm, 1 03710 Calp (Alicante)","{'type': 'Point', 'coordinates': [0.0488824, 38.6421926]}",38.6421926,0.0488824
1048,Restaurante Baeza & Rufete,"Avenida Ansaldo, 31 03540 Alicante","{'type': 'Point', 'coordinates': [-0.4342484, 38.3690173]}",38.3690173,-0.4342484
1049,Restaurante Umo,"Paseo de la Castellana, 43. 28046 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6895294, 40.4354217]}",40.4354217,-3.6895294
1050,Restaurante Urrechu,"Calle Barlovento, 30. 28223 Pozuelo de Alarcón (Madrid)","{'type': 'Point', 'coordinates': [-3.7967386, 40.4244449]}",40.4244449,-3.7967386
1051,Restaurante Baobab,"Gran Via del Marqués del Túria, 73, 46005 València, Valencia, España","{'type': 'Point', 'coordinates': [-0.3654702774, 39.46881095]}",39.46881095,-0.3654702774
1052,Restaurante Tripea,"Vallehermoso, 36. Madrid","{'type': 'Point', 'coordinates': [-3.7085513, 40.4341738]}",40.4341738,-3.7085513
1053,Restaurante Bar Ricardo,"Carrer del Dr. Zamenhof, 16, 46008 València, Valencia, España","{'type': 'Point', 'coordinates': [-0.3924805, 39.4755575]}",39.4755575,-0.3924805
1054,Restaurante Bodega Anyora,"Carrer d'en Vicent Gallart, 15, 46022 València, Valencia, España","{'type': 'Point', 'coordinates': [-0.333291, 39.4658767]}",39.4658767,-0.333291
1055,Restaurante Bouet,"Gran Via de les Germanies, 34, 46006 Valencia, España","{'type': 'Point', 'coordinates': [-0.3741102, 39.4648856]}",39.4648856,-0.3741102
1056,Restaurante Canalla Bistró,"Calle Maestro José Serrano, 5 46005 Valencia","{'type': 'Point', 'coordinates': [-0.7205969, 38.0885326]}",38.0885326,-0.7205969
1057,Restaurante Casa Salvador,"Avda. del Estany,  s/n 46400 Cullera (Valencia)","{'type': 'Point', 'coordinates': [-0.2353265, 39.1309467]}",39.1309467,-0.2353265
1058,Restaurante Coloniales Huerta,"Calle Maestro Gozalbo, 13 46004 Valencia","{'type': 'Point', 'coordinates': [-0.3686538, 39.464305]}",39.464305,-0.3686538
1059,Restaurante Casa Montaña,"Carrer de Josep Benlliure, 69, 46011 València, Valencia, España","{'type': 'Point', 'coordinates': [-0.3303201, 39.4691209]}",39.4691209,-0.3303201
1060,Restaurante Casa Federico,"Calle Ausias March, 22. 03700 Dénia (Alicante)","{'type': 'Point', 'coordinates': [0.106693, 38.8457937]}",38.8457937,0.106693
1061,Restaurante Urrechu Velázquez,"Calle de Velázquez, 150 Madrid","{'type': 'Point', 'coordinates': [-3.68223, 40.4431273]}",40.4431273,-3.68223
1062,Restaurante Daily,"Paseo Marítimo de Daimús, 5. 46710 Daimús (Valencia)","{'type': 'Point', 'coordinates': [-0.1423324, 38.9773904]}",38.9773904,-0.1423324
1063,Restaurante César Anca Restaurante & Barra,"calle Ojeda 1, 03001, Alicante","{'type': 'Point', 'coordinates': [-0.4850859, 38.3429689]}",38.3429689,-0.4850859
1064,Restaurante El Mesón de la Costa,"Calle Ramón y Cajal, 27. 03182 Torrevieja (Alicante)","{'type': 'Point', 'coordinates': [-0.6763868, 37.975121]}",37.975121,-0.6763868
1065,Restaurante El Raset,"Calle Bellavista, 7 03700 Dénia (Alicante)","{'type': 'Point', 'coordinates': [0.1100677, 38.8444163]}",38.8444163,0.1100677
1066,Restaurante El Trinquete,"Carrer de l'Escola, 03730 Xàbia, Alicante, España","{'type': 'Point', 'coordinates': [0.1640356, 38.7897007]}",38.7897007,0.1640356
1067,Restaurante Gran Azul,"Av. d'Aragó, 12, 46021 València, Valencia, España","{'type': 'Point', 'coordinates': [-0.356475, 39.4739872]}",39.4739872,-0.356475
1068,Restaurante Karak,"Carrer del Músic Peydró, 9, 46001 València, Valencia, España","{'type': 'Point', 'coordinates': [-0.3781813, 39.4720362]}",39.4720362,-0.3781813
1069,Restaurante Lavoe,"Carrer de la Creu Nova, 4, València, Valencia","{'type': 'Point', 'coordinates': [-0.3733219, 39.472969]}",39.472969,-0.3733219
1070,Restaurante La Tasca de Ricardo,"Avenida Mediterráneo, 28 12530 Burriana (Castellón)","{'type': 'Point', 'coordinates': [-0.0762512, 39.8624624]}",39.8624624,-0.0762512
1071,Restaurante Le Dauphin,"Calle Puerto Lápice, 38-B. 03724 Moraira (Alicante)","{'type': 'Point', 'coordinates': [0.1476144, 38.6876927]}",38.6876927,0.1476144
1072,Restaurante Mercado Colón,"Calle Jorge Juan, 19. 46004 Valencia (Valencia)","{'type': 'Point', 'coordinates': [-0.5204582, 38.3936011]}",38.3936011,-0.5204582
1073,Restaurante Mesón del Pastor,"Cuesta Jovaní, 7 12300 Morella (Castellón)","{'type': 'Point', 'coordinates': [-0.1008664, 40.6181151]}",40.6181151,-0.1008664
1074,Restaurante Llisa Negra,"Carrer de Pascual i Genís, 10, 46002 València, Valencia, España","{'type': 'Point', 'coordinates': [-0.3740921159, 39.4680846]}",39.4680846,-0.3740921159
1075,Restaurante Paco Gandía,"Calle San Francisco, 10 03650 El Pinós (Alicante)","{'type': 'Point', 'coordinates': [-1.0375742, 38.4031988]}",38.4031988,-1.0375742
1076,Restaurante Nozomi Sushi Bar,"Calle Pedro III El Grande, 11 46005","{'type': 'Point', 'coordinates': [-0.3672203, 39.4633364]}",39.4633364,-0.3672203
1077,Restaurante Momiji,"Mercado de Colón 46004, Valencia, España","{'type': 'Point', 'coordinates': [-0.3683452245, 39.46895845]}",39.46895845,-0.3683452245
1078,Restaurante María de Luna,"Calle Fray Bonifacio Ferrer, 7. 12400 Segorbe (Castellón)","{'type': 'Point', 'coordinates': [-0.4920183, 39.8500792]}",39.8500792,-0.4920183
1079,Restaurante Paraíso Travel,"Calle Cardá, 6. 46001 Valencia (Valencia)","{'type': 'Point', 'coordinates': [-0.3803533, 39.4750252]}",39.4750252,-0.3803533
1080,Restaurante Sand,"Paseo del Senillar, s/n 03724 Moraira (Alicante)","{'type': 'Point', 'coordinates': [0.1317126, 38.6882818]}",38.6882818,0.1317126
1081,Restaurante Rafael,"Calle Churruca, 28 12100","{'type': 'Point', 'coordinates': [0.0120601, 39.970774]}",39.970774,0.0120601
1082,Restaurante La Pitanza,"Calle Colón, 18 46164 Pedralba (Valencia)","{'type': 'Point', 'coordinates': [-0.7302902, 39.6056237]}",39.6056237,-0.7302902
1083,Restaurante Sendra,"Carrer Fènix, 15, 03700 Rotes (Alicante)","{'type': 'Point', 'coordinates': [0.1470584, 38.8313239]}",38.8313239,0.1470584
1084,Restaurante Vinatea,"Calle Blasco de Alagon, 17, 12300 Morella, Castelló, España","{'type': 'Point', 'coordinates': [-0.1012495, 40.6181889]}",40.6181889,-0.1012495
1085,Restaurante Voramar,"Paseo Pilar Coloma,1. 12560 Benicassim (Castellón)","{'type': 'Point', 'coordinates': [0.0756932, 40.0523755]}",40.0523755,0.0756932
1086,Restaurante Sucar,"Calle Reina Doña Germana, 4. 46005 Valencia","{'type': 'Point', 'coordinates': [-0.3660793, 39.4637523]}",39.4637523,-0.3660793
1087,Restaurante La Vaquería,"Carretera Benimagrell, 52 03560 El Campello ( Alicante )","{'type': 'Point', 'coordinates': [-0.4129221, 38.3879465]}",38.3879465,-0.4129221
1088,Restaurante aQua Restaurant,"Calle Pintor Oliet, 3 12006 Castellón de la Plana","{'type': 'Point', 'coordinates': [-0.053242, 39.9863446]}",39.9863446,-0.053242
1089,Restaurante Punto de Sal,"Plaza Torrejo, 3. 03501 Benidorm (Alicante)","{'type': 'Point', 'coordinates': [-0.1293143, 38.535022]}",38.535022,-0.1293143
1090,Restaurante Andere,"Calle Gorbea, 8 01008 Vitoria-Gasteiz (Álava)","{'type': 'Point', 'coordinates': [-2.679904, 42.8491138]}",42.8491138,-2.679904
1091,Restaurante Agorregi,"Calle Portuetxe, 14 20018 San Sebastián (Gipuzkoa)","{'type': 'Point', 'coordinates': [-2.0118821, 43.3023826]}",43.3023826,-2.0118821
1092,Restaurante Aratz,"Camino Igara, 15 20018 San Sebastián (Gipuzkoa)","{'type': 'Point', 'coordinates': [-2.0099361, 43.3008881]}",43.3008881,-2.0099361
1093,Restaurante Arraunlari Berri,"Paseo Butrón, 3 20280 Hondarribia (Gipuzkoa)","{'type': 'Point', 'coordinates': [-1.7930849, 43.369457]}",43.369457,-1.7930849
1094,Restaurante Arregi Jatetxea,"Herriko Enparantza, 7","{'type': 'Point', 'coordinates': [-1.9253507, 43.3253428]}",43.3253428,-1.9253507
1095,Restaurante Asador Borda,"Avenida Los Chopos, 31. 48930 Getxo (Bizkaia)","{'type': 'Point', 'coordinates': [-3.00319115, 43.3507947]}",43.3507947,-3.00319115
1096,Restaurante Asador Portuetxe,"Igara Bidea, 71. 20018 San Sebastián (Gipuzkoa)","{'type': 'Point', 'coordinates': [-2.01477975, 43.3008018]}",43.3008018,-2.01477975
1097,Restaurante Bascook,"Barroeta Aldamar Kalea, 8, 48001 Bilbo, Bizkaia, España","{'type': 'Point', 'coordinates': [-2.9262437, 43.2631074]}",43.2631074,-2.9262437
1098,Restaurante Ama,"Aroztegieta Kalea, 13, 20400 Tolosa, Gipuzkoa, España","{'type': 'Point', 'coordinates': [-2.0732596, 43.1385975]}",43.1385975,-2.0732596
1099,Restaurante Bistró Guggenheim Bilbao,"Avenida Abandoibarra, 2 48009 Bilbao (Bizkaia)","{'type': 'Point', 'coordinates': [-2.9345649, 43.2686558]}",43.2686558,-2.9345649
1100,Restaurante Bodega Donostiarra,"Peña y Goñi Kalea, 13, 20002 Donostia, Gipuzkoa, España","{'type': 'Point', 'coordinates': [-1.9774354, 43.3232305]}",43.3232305,-1.9774354
